subject,order,location,color,Language,Task
13,88,F2,3,English,Fixed
13,83,F20,11,English,Open
13,150,F20,3,English,Fixed
13,126,F3,10,English,Open
13,36,F3,10,English,Fixed
13,65,F4,10,English,Open
13,25,F4,10,English,Fixed
13,17,F5,5,English,Open
13,58,F5,10,English,Fixed
13,94,F6,5,English,Open
13,95,F6,5,English,Fixed
13,116,F7,5,English,Open
13,69,F7,5,English,Fixed
13,93,F8,5,English,Open
13,20,F8,5,English,Fixed
13,143,F9,5,English,Open
13,154,F9,5,English,Fixed
13,74,G1,BURGUNDY,English,Open
13,119,G1,3,English,Fixed
13,50,G10,5,English,Open
13,90,G10,5,English,Fixed
13,55,G11,4,English,Open
13,21,G11,5,English,Fixed
13,96,G12,4,English,Open
13,57,G12,4,English,Fixed
13,66,G13,4,English,Open
13,155,G13,4,English,Fixed
13,18,G14,4,English,Open
13,139,G14,4,English,Fixed
13,58,G15,4,English,Open
13,78,G15,4,English,Fixed
13,87,G16,8,English,Open
13,67,G16,8,English,Fixed
13,72,G17,8,English,Open
13,102,G17,8,English,Fixed
13,6,G18,8,English,Open
13,115,G18,8,English,Fixed
13,31,G19,8,English,Open
13,109,G19,8,English,Fixed
13,99,G2,3,English,Open
13,122,G2,3,English,Fixed
13,23,G20,3,English,Open
13,74,G20,3,English,Fixed
13,39,G3,10,English,Open
13,32,G3,10,English,Fixed
13,19,G4,10,English,Open
13,35,G4,10,English,Fixed
13,148,G5,10,English,Open
13,111,G5,5,English,Fixed
13,41,G6,5,English,Open
13,52,G6,5,English,Fixed
13,3,G7,5,English,Open
13,137,G7,5,English,Fixed
13,60,G8,5,English,Open
13,110,G8,5,English,Fixed
13,138,G9,5,English,Open
13,79,G9,5,English,Fixed
13,153,H1,CRIMSON,English,Open
13,1,H1,3,English,Fixed
13,113,H10,5,English,Open
13,138,H10,5,English,Fixed
13,97,H11,5,English,Open
13,14,H11,5,English,Fixed
13,82,H12,4,English,Open
13,60,H12,4,English,Fixed
13,80,H13,4,English,Open
13,135,H13,5,English,Fixed
13,137,H14,4,English,Open
13,33,H14,4,English,Fixed
13,29,H15,4,English,Open
13,112,H15,4,English,Fixed
13,86,H16,8,English,Open
13,103,H16,8,English,Fixed
13,98,H17,8,English,Open
13,73,H17,8,English,Fixed
13,140,H18,8,English,Open
13,72,H18,8,English,Fixed
13,81,H19,8,English,Open
13,39,H19,8,English,Fixed
13,92,H2,10,English,Open
13,100,H2,10,English,Fixed
13,150,H20,8,English,Open
13,130,H20,8,English,Fixed
13,10,H3,10,English,Open
13,83,H3,10,English,Fixed
13,147,H4,1,English,Open
13,11,H4,10,English,Fixed
13,139,H5,1,English,Open
13,91,H5,10,English,Fixed
13,141,H6,1,English,Open
13,28,H6,1,English,Fixed
13,135,H7,1,English,Open
13,45,H7,1,English,Fixed
13,101,H8,5,English,Open
13,131,H8,5,English,Fixed
13,76,H9,5,English,Open
13,126,H9,5,English,Fixed
14,4,A1,11,English,Open
14,74,A1,11,English,Fixed
14,112,A10,4,English,Open
14,45,A10,5,English,Fixed
14,105,A11,5,English,Open
14,9,A11,4,English,Fixed
14,127,A12,4,English,Open
14,36,A12,4,English,Fixed
14,141,A13,4,English,Open
14,135,A13,4,English,Fixed
14,90,A14,4,English,Open
14,122,A14,4,English,Fixed
14,1,A15,2,English,Open
14,85,A15,4,English,Fixed
14,66,A16,2,English,Open
14,151,A16,2,English,Fixed
14,136,A17,11,English,Open
14,68,A17,2,English,Fixed
14,44,A18,11,English,Open
14,108,A18,2,English,Fixed
14,72,A19,11,English,Open
14,33,A19,11,English,Fixed
14,29,A2,11,English,Open
14,131,A2,11,English,Fixed
14,123,A20,11,English,Open
14,12,A20,11,English,Fixed
14,76,A3,11,English,Open
14,80,A3,9,English,Fixed
14,40,A4,6,English,Open
14,92,A4,9,English,Fixed
14,134,A5,6,English,Open
14,145,A5,6,English,Fixed
14,30,A6,6,English,Open
14,147,A6,6,English,Fixed
14,32,A7,5,English,Open
14,141,A7,5,English,Fixed
14,94,A8,5,English,Open
14,34,A8,5,English,Fixed
14,133,A9,5,English,Open
14,101,A9,5,English,Fixed
14,124,B1,11,English,Open
14,140,B1,11,English,Fixed
14,159,B10,5,English,Open
14,81,B10,5,English,Fixed
14,56,B11,5,English,Open
14,8,B11,4,English,Fixed
14,84,B12,4,English,Open
14,44,B12,4,English,Fixed
14,5,B13,4,English,Open
14,96,B13,4,English,Fixed
14,86,B14,4,English,Open
14,121,B14,4,English,Fixed
14,3,B15,4,English,Open
14,6,B15,4,English,Fixed
14,145,B16,4,English,Open
14,117,B16,8,English,Fixed
14,9,B17,11,English,Open
14,58,B17,8,English,Fixed
14,139,B18,11,English,Open
14,138,B18,11,English,Fixed
14,61,B19,11,English,Open
14,13,B19,11,English,Fixed
14,59,B2,11,English,Open
14,69,B2,11,English,Fixed
14,54,B20,11,English,Open
14,112,B20,11,English,Fixed
14,19,B3,9,English,Open
14,31,B3,9,English,Fixed
14,36,B4,6,English,Open
14,51,B4,9,English,Fixed
14,82,B5,6,English,Open
14,148,B5,6,English,Fixed
14,34,B6,6,English,Open
14,102,B6,6,English,Fixed
14,6,B7,5,English,Open
14,88,B7,5,English,Fixed
14,71,B8,5,English,Open
14,159,B8,5,English,Fixed
14,55,B9,5,English,Open
14,43,B9,5,English,Fixed
14,135,C1,11,English,Open
14,70,C1,11,English,Fixed
14,33,C10,5,English,Open
14,136,C10,5,English,Fixed
14,42,C11,5,English,Open
14,133,C11,5,English,Fixed
14,7,C12,4,English,Open
14,17,C12,4,English,Fixed
14,131,C13,4,English,Open
14,144,C13,4,English,Fixed
14,148,C14,4,English,Open
14,64,C14,4,English,Fixed
14,50,C15,4,English,Open
14,120,C15,4,English,Fixed
14,100,C16,8,English,Open
14,62,C16,8,English,Fixed
14,153,C17,8,English,Open
14,82,C17,8,English,Fixed
14,51,C18,11,English,Open
14,152,C18,11,English,Fixed
14,2,C19,11,English,Open
14,39,C19,11,English,Fixed
14,15,C2,9,English,Open
14,99,C2,9,English,Fixed
14,38,C20,11,English,Open
14,50,C20,11,English,Fixed
14,73,C3,9,English,Open
14,158,C3,9,English,Fixed
14,110,C4,10,English,Open
14,2,C4,9,English,Fixed
14,98,C5,6,English,Open
14,107,C5,6,English,Fixed
14,147,C6,5,English,Open
14,55,C6,5,English,Fixed
14,31,C7,5,English,Open
14,20,C7,5,English,Fixed
14,77,C8,5,English,Open
14,5,C8,5,English,Fixed
14,16,C9,5,English,Open
14,150,C9,5,English,Fixed
14,28,D1,11,English,Open
14,16,D1,11,English,Fixed
14,126,D10,5,English,Open
14,115,D10,5,English,Fixed
14,118,D11,4,English,Open
14,129,D11,5,English,Fixed
14,121,D12,4,English,Open
14,123,D12,4,English,Fixed
14,157,D13,4,English,Open
14,90,D13,4,English,Fixed
14,160,D14,4,English,Open
14,97,D14,4,English,Fixed
14,39,D15,4,English,Open
14,156,D15,4,English,Fixed
14,52,D16,8,English,Open
14,86,D16,8,English,Fixed
14,43,D17,8,English,Open
14,126,D17,8,English,Fixed
14,27,D18,11,English,Open
14,128,D18,11,English,Fixed
14,70,D19,11,English,Open
14,103,D19,11,English,Fixed
14,108,D2,9,English,Open
14,116,D2,9,English,Fixed
14,149,D20,11,English,Open
14,24,D20,11,English,Fixed
14,53,D3,9,English,Open
14,127,D3,9,English,Fixed
14,109,D4,10,English,Open
14,37,D4,9,English,Fixed
14,107,D5,10,English,Open
14,91,D5,6,English,Fixed
14,104,D6,5,English,Open
14,42,D6,5,English,Fixed
14,137,D7,5,English,Open
14,109,D7,5,English,Fixed
14,93,D8,5,English,Open
14,66,D8,5,English,Fixed
14,57,D9,5,English,Open
14,157,D9,5,English,Fixed
14,88,E1,3,English,Open
14,72,E1,11,English,Fixed
14,49,E10,5,English,Open
14,27,E10,5,English,Fixed
14,97,E11,5,English,Open
14,104,E11,5,English,Fixed
14,37,E12,4,English,Open
14,77,E12,4,English,Fixed
14,154,E13,4,English,Open
14,87,E13,4,English,Fixed
14,91,E14,4,English,Open
14,139,E14,4,English,Fixed
14,146,E15,4,English,Open
14,79,E15,4,English,Fixed
14,119,E16,8,English,Open
14,75,E16,8,English,Fixed
14,92,E17,8,English,Open
14,7,E17,8,English,Fixed
14,129,E18,8,English,Open
14,95,E18,8,English,Fixed
14,113,E19,8,English,Open
14,21,E19,11,English,Fixed
14,125,E2,9,English,Open
14,105,E2,9,English,Fixed
14,10,E20,3,English,Open
14,59,E20,11,English,Fixed
14,152,E3,10,English,Open
14,154,E3,6,English,Fixed
14,17,E4,10,English,Open
14,61,E4,10,English,Fixed
14,83,E5,10,English,Open
14,149,E5,10,English,Fixed
14,99,E6,5,English,Open
14,130,E6,5,English,Fixed
14,128,E7,5,English,Open
14,84,E7,5,English,Fixed
14,115,E8,5,English,Open
14,54,E8,5,English,Fixed
14,117,E9,5,English,Open
14,3,E9,5,English,Fixed
14,47,F1,3,English,Open
14,142,F1,3,English,Fixed
14,12,F10,5,English,Open
14,19,F10,5,English,Fixed
14,140,F11,5,English,Open
14,78,F11,5,English,Fixed
14,114,F12,5,English,Open
14,146,F12,4,English,Fixed
14,156,F13,4,English,Open
14,137,F13,4,English,Fixed
14,46,F14,4,English,Open
14,25,F14,4,English,Fixed
14,116,F15,4,English,Open
14,52,F15,4,English,Fixed
14,25,F16,8,English,Open
14,71,F16,8,English,Fixed
14,102,F17,8,English,Open
14,40,F17,8,English,Fixed
14,41,F18,8,English,Open
14,14,F18,8,English,Fixed
14,58,F19,8,English,Open
14,89,F19,8,English,Fixed
14,150,F2,3,English,Open
14,41,F2,3,English,Fixed
14,78,F20,3,English,Open
14,76,F20,11,English,Fixed
14,35,F3,10,English,Open
14,10,F3,10,English,Fixed
14,96,F4,10,English,Open
14,106,F4,10,English,Fixed
14,144,F5,5,English,Open
14,118,F5,10,English,Fixed
14,67,F6,5,English,Open
14,57,F6,5,English,Fixed
14,45,F7,5,English,Open
14,26,F7,5,English,Fixed
14,68,F8,5,English,Open
14,132,F8,5,English,Fixed
14,18,F9,5,English,Open
14,73,F9,5,English,Fixed
14,87,G1,3,English,Open
14,15,G1,3,English,Fixed
14,111,G10,5,English,Open
14,48,G10,5,English,Fixed
14,106,G11,5,English,Open
14,134,G11,5,English,Fixed
14,65,G12,5,English,Open
14,114,G12,4,English,Fixed
14,95,G13,5,English,Open
14,83,G13,4,English,Fixed
14,143,G14,4,English,Open
14,63,G14,4,English,Fixed
14,103,G15,4,English,Open
14,35,G15,4,English,Fixed
14,74,G16,8,English,Open
14,119,G16,8,English,Fixed
14,89,G17,8,English,Open
14,49,G17,8,English,Fixed
14,155,G18,8,English,Open
14,110,G18,8,English,Fixed
14,130,G19,8,English,Open
14,29,G19,8,English,Fixed
14,62,G2,10,English,Open
14,18,G2,3,English,Fixed
14,138,G20,8,English,Open
14,30,G20,8,English,Fixed
14,122,G3,10,English,Open
14,124,G3,10,English,Fixed
14,142,G4,10,English,Open
14,1,G4,10,English,Fixed
14,13,G5,5,English,Open
14,38,G5,10,English,Fixed
14,120,G6,5,English,Open
14,143,G6,10,English,Fixed
14,158,G7,5,English,Open
14,56,G7,5,English,Fixed
14,101,G8,5,English,Open
14,22,G8,5,English,Fixed
14,23,G9,5,English,Open
14,32,G9,5,English,Fixed
14,8,H1,3,English,Open
14,160,H1,3,English,Fixed
14,48,H10,5,English,Open
14,67,H10,5,English,Fixed
14,64,H11,5,English,Open
14,155,H11,5,English,Fixed
14,79,H12,5,English,Open
14,113,H12,4,English,Fixed
14,81,H13,5,English,Open
14,60,H13,4,English,Fixed
14,24,H14,4,English,Open
14,111,H14,4,English,Fixed
14,132,H15,4,English,Open
14,125,H15,4,English,Fixed
14,75,H16,8,English,Open
14,47,H16,8,English,Fixed
14,63,H17,8,English,Open
14,23,H17,8,English,Fixed
14,21,H18,8,English,Open
14,28,H18,8,English,Fixed
14,80,H19,8,English,Open
14,11,H19,8,English,Fixed
14,69,H2,10,English,Open
14,65,H2,3,English,Fixed
14,11,H20,LAVENDER,English,Open
14,94,H20,8,English,Fixed
14,151,H3,1,English,Open
14,46,H3,10,English,Fixed
14,14,H4,1,English,Open
14,153,H4,10,English,Fixed
14,22,H5,1,English,Open
14,53,H5,1,English,Fixed
14,20,H6,1,English,Open
14,98,H6,1,English,Fixed
14,26,H7,5,English,Open
14,100,H7,1,English,Fixed
14,60,H8,5,English,Open
14,93,H8,5,English,Fixed
14,85,H9,5,English,Open
14,4,H9,5,English,Fixed
15,4,A1,11,English,Open
15,157,A1,11,English,Fixed
15,112,A10,4,English,Open
15,9,A10,5,English,Fixed
15,105,A11,4,English,Open
15,58,A11,5,English,Fixed
15,127,A12,4,English,Open
15,60,A12,5,English,Fixed
15,141,A13,4,English,Open
15,39,A13,4,English,Fixed
15,90,A14,4,English,Open
15,35,A14,2,English,Fixed
15,1,A15,4,English,Open
15,74,A15,2,English,Fixed
15,66,A16,2,English,Open
15,26,A16,2,English,Fixed
15,136,A17,2,English,Open
15,90,A17,2,English,Fixed
15,44,A18,11,English,Open
15,130,A18,11,English,Fixed
15,72,A19,11,English,Open
15,3,A19,11,English,Fixed
15,29,A2,11,English,Open
15,45,A2,11,English,Fixed
15,123,A20,11,English,Open
15,47,A20,11,English,Fixed
15,76,A3,PEACH,English,Open
15,80,A3,11,English,Fixed
15,40,A4,CREAM,English,Open
15,147,A4,6,English,Fixed
15,134,A5,6,English,Open
15,121,A5,6,English,Fixed
15,30,A6,6,English,Open
15,24,A6,6,English,Fixed
15,32,A7,5,English,Open
15,56,A7,5,English,Fixed
15,94,A8,5,English,Open
15,10,A8,5,English,Fixed
15,133,A9,5,English,Open
15,109,A9,5,English,Fixed
15,124,B1,11,English,Open
15,52,B1,11,English,Fixed
15,159,B10,5,English,Open
15,82,B10,5,English,Fixed
15,56,B11,5,English,Open
15,59,B11,5,English,Fixed
15,84,B12,4,English,Open
15,4,B12,5,English,Fixed
15,5,B13,4,English,Open
15,112,B13,4,English,Fixed
15,86,B14,4,English,Open
15,123,B14,4,English,Fixed
15,3,B15,4,English,Open
15,75,B15,4,English,Fixed
15,145,B16,8,English,Open
15,116,B16,8,English,Fixed
15,9,B17,8,English,Open
15,89,B17,8,English,Fixed
15,139,B18,11,English,Open
15,57,B18,11,English,Fixed
15,61,B19,11,English,Open
15,46,B19,11,English,Fixed
15,59,B2,PEACH,English,Open
15,81,B2,11,English,Fixed
15,54,B20,11,English,Open
15,113,B20,11,English,Fixed
15,19,B3,PEACH,English,Open
15,8,B3,9,English,Fixed
15,36,B4,6,English,Open
15,103,B4,6,English,Fixed
15,82,B5,6,English,Open
15,22,B5,6,English,Fixed
15,34,B6,6,English,Open
15,104,B6,5,English,Fixed
15,6,B7,5,English,Open
15,143,B7,5,English,Fixed
15,71,B8,5,English,Open
15,38,B8,5,English,Fixed
15,55,B9,5,English,Open
15,5,B9,5,English,Fixed
15,135,C1,11,English,Open
15,146,C1,11,English,Fixed
15,33,C10,4,English,Open
15,43,C10,5,English,Fixed
15,42,C11,5,English,Open
15,41,C11,5,English,Fixed
15,7,C12,4,English,Open
15,53,C12,5,English,Fixed
15,131,C13,4,English,Open
15,124,C13,4,English,Fixed
15,148,C14,4,English,Open
15,154,C14,4,English,Fixed
15,50,C15,4,English,Open
15,122,C15,4,English,Fixed
15,100,C16,8,English,Open
15,139,C16,8,English,Fixed
15,153,C17,8,English,Open
15,77,C17,8,English,Fixed
15,51,C18,11,English,Open
15,25,C18,8,English,Fixed
15,2,C19,11,English,Open
15,73,C19,11,English,Fixed
15,15,C2,9,English,Open
15,105,C2,9,English,Fixed
15,38,C20,11,English,Open
15,102,C20,11,English,Fixed
15,73,C3,9,English,Open
15,30,C3,9,English,Fixed
15,110,C4,6,English,Open
15,72,C4,6,English,Fixed
15,98,C5,6,English,Open
15,141,C5,6,English,Fixed
15,147,C6,5,English,Open
15,128,C6,6,English,Fixed
15,31,C7,5,English,Open
15,142,C7,5,English,Fixed
15,77,C8,5,English,Open
15,63,C8,5,English,Fixed
15,16,C9,5,English,Open
15,23,C9,5,English,Fixed
15,28,D1,11,English,Open
15,48,D1,11,English,Fixed
15,126,D10,5,English,Open
15,127,D10,5,English,Fixed
15,118,D11,4,English,Open
15,29,D11,5,English,Fixed
15,121,D12,4,English,Open
15,33,D12,4,English,Fixed
15,157,D13,4,English,Open
15,149,D13,4,English,Fixed
15,160,D14,4,English,Open
15,101,D14,4,English,Fixed
15,39,D15,4,English,Open
15,28,D15,4,English,Fixed
15,52,D16,8,English,Open
15,158,D16,8,English,Fixed
15,43,D17,8,English,Open
15,27,D17,8,English,Fixed
15,27,D18,11,English,Open
15,17,D18,11,English,Fixed
15,70,D19,11,English,Open
15,107,D19,11,English,Fixed
15,108,D2,9,English,Open
15,119,D2,9,English,Fixed
15,149,D20,11,English,Open
15,133,D20,11,English,Fixed
15,53,D3,9,English,Open
15,18,D3,9,English,Fixed
15,109,D4,6,English,Open
15,93,D4,6,English,Fixed
15,107,D5,GOLD,English,Open
15,148,D5,6,English,Fixed
15,104,D6,5,English,Open
15,95,D6,5,English,Fixed
15,137,D7,5,English,Open
15,13,D7,5,English,Fixed
15,93,D8,5,English,Open
15,159,D8,5,English,Fixed
15,57,D9,5,English,Open
15,21,D9,5,English,Fixed
15,88,E1,11,English,Open
15,140,E1,3,English,Fixed
15,49,E10,5,English,Open
15,92,E10,5,English,Fixed
15,97,E11,4,English,Open
15,108,E11,5,English,Fixed
15,37,E12,4,English,Open
15,79,E12,5,English,Fixed
15,154,E13,4,English,Open
15,155,E13,4,English,Fixed
15,91,E14,4,English,Open
15,50,E14,4,English,Fixed
15,146,E15,4,English,Open
15,87,E15,4,English,Fixed
15,119,E16,8,English,Open
15,94,E16,8,English,Fixed
15,92,E17,8,English,Open
15,68,E17,8,English,Fixed
15,129,E18,8,English,Open
15,99,E18,8,English,Fixed
15,113,E19,11,English,Open
15,132,E19,11,English,Fixed
15,125,E2,9,English,Open
15,111,E2,9,English,Fixed
15,10,E20,11,English,Open
15,84,E20,11,English,Fixed
15,152,E3,9,English,Open
15,37,E3,9,English,Fixed
15,17,E4,6,English,Open
15,134,E4,9,English,Fixed
15,83,E5,GOLD,English,Open
15,32,E5,6,English,Fixed
15,99,E6,5,English,Open
15,16,E6,6,English,Fixed
15,128,E7,5,English,Open
15,83,E7,5,English,Fixed
15,115,E8,5,English,Open
15,106,E8,5,English,Fixed
15,117,E9,5,English,Open
15,71,E9,5,English,Fixed
15,47,F1,3,English,Open
15,55,F1,3,English,Fixed
15,12,F10,5,English,Open
15,136,F10,5,English,Fixed
15,140,F11,5,English,Open
15,86,F11,5,English,Fixed
15,114,F12,4,English,Open
15,15,F12,4,English,Fixed
15,156,F13,4,English,Open
15,54,F13,4,English,Fixed
15,46,F14,4,English,Open
15,138,F14,4,English,Fixed
15,116,F15,4,English,Open
15,76,F15,4,English,Fixed
15,25,F16,8,English,Open
15,160,F16,8,English,Fixed
15,102,F17,8,English,Open
15,70,F17,8,English,Fixed
15,41,F18,8,English,Open
15,49,F18,8,English,Fixed
15,58,F19,11,English,Open
15,151,F19,8,English,Fixed
15,150,F2,3,English,Open
15,91,F2,9,English,Fixed
15,78,F20,11,English,Open
15,85,F20,8,English,Fixed
15,35,F3,10,English,Open
15,62,F3,10,English,Fixed
15,96,F4,10,English,Open
15,129,F4,9,English,Fixed
15,144,F5,10,English,Open
15,118,F5,6,English,Fixed
15,67,F6,5,English,Open
15,11,F6,5,English,Fixed
15,45,F7,5,English,Open
15,14,F7,5,English,Fixed
15,68,F8,5,English,Open
15,44,F8,5,English,Fixed
15,18,F9,5,English,Open
15,156,F9,5,English,Fixed
15,87,G1,3,English,Open
15,51,G1,3,English,Fixed
15,111,G10,5,English,Open
15,96,G10,5,English,Fixed
15,106,G11,4,English,Open
15,40,G11,5,English,Fixed
15,65,G12,4,English,Open
15,115,G12,4,English,Fixed
15,95,G13,4,English,Open
15,78,G13,4,English,Fixed
15,143,G14,4,English,Open
15,153,G14,4,English,Fixed
15,103,G15,4,English,Open
15,1,G15,4,English,Fixed
15,74,G16,8,English,Open
15,125,G16,8,English,Fixed
15,89,G17,8,English,Open
15,144,G17,8,English,Fixed
15,155,G18,8,English,Open
15,145,G18,8,English,Fixed
15,130,G19,FUCHSIA,English,Open
15,135,G19,8,English,Fixed
15,62,G2,3,English,Open
15,126,G2,3,English,Fixed
15,138,G20,FUCHSIA,English,Open
15,6,G20,8,English,Fixed
15,122,G3,10,English,Open
15,31,G3,10,English,Fixed
15,142,G4,10,English,Open
15,88,G4,10,English,Fixed
15,13,G5,10,English,Open
15,67,G5,5,English,Fixed
15,120,G6,5,English,Open
15,114,G6,5,English,Fixed
15,158,G7,5,English,Open
15,131,G7,5,English,Fixed
15,101,G8,5,English,Open
15,69,G8,5,English,Fixed
15,23,G9,5,English,Open
15,2,G9,5,English,Fixed
15,8,H1,3,English,Open
15,36,H1,8,English,Fixed
15,48,H10,5,English,Open
15,150,H10,5,English,Fixed
15,64,H11,4,English,Open
15,34,H11,5,English,Fixed
15,79,H12,4,English,Open
15,120,H12,4,English,Fixed
15,81,H13,4,English,Open
15,137,H13,4,English,Fixed
15,24,H14,4,English,Open
15,117,H14,5,English,Fixed
15,132,H15,4,English,Open
15,19,H15,4,English,Fixed
15,75,H16,8,English,Open
15,65,H16,8,English,Fixed
15,63,H17,8,English,Open
15,64,H17,8,English,Fixed
15,21,H18,8,English,Open
15,12,H18,8,English,Fixed
15,80,H19,8,English,Open
15,42,H19,8,English,Fixed
15,69,H2,BURGUNDY,English,Open
15,152,H2,8,English,Fixed
15,11,H20,8,English,Open
15,100,H20,8,English,Fixed
15,151,H3,10,English,Open
15,7,H3,10,English,Fixed
15,14,H4,1,English,Open
15,20,H4,1,English,Fixed
15,22,H5,1,English,Open
15,66,H5,7,English,Fixed
15,20,H6,1,English,Open
15,97,H6,1,English,Fixed
15,26,H7,1,English,Open
15,98,H7,1,English,Fixed
15,60,H8,5,English,Open
15,110,H8,5,English,Fixed
15,85,H9,4,English,Open
15,61,H9,5,English,Fixed
16,156,A1,11,English,Open
16,105,A1,11,English,Fixed
16,49,A10,5,English,Open
16,77,A10,5,English,Fixed
16,56,A11,5,English,Open
16,148,A11,5,English,Fixed
16,34,A12,4,English,Open
16,93,A12,4,English,Fixed
16,20,A13,4,English,Open
16,125,A13,4,English,Fixed
16,71,A14,4,English,Open
16,30,A14,4,English,Fixed
16,153,A15,7,English,Open
16,63,A15,4,English,Fixed
16,95,A16,2,English,Open
16,7,A16,2,English,Fixed
16,25,A17,7,English,Open
16,46,A17,11,English,Fixed
16,117,A18,11,English,Open
16,109,A18,11,English,Fixed
16,89,A19,11,English,Open
16,71,A19,11,English,Fixed
16,132,A2,11,English,Open
16,2,A2,11,English,Fixed
16,38,A20,11,English,Open
16,20,A20,11,English,Fixed
16,85,A3,11,English,Open
16,47,A3,11,English,Fixed
16,121,A4,6,English,Open
16,151,A4,9,English,Fixed
16,27,A5,6,English,Open
16,96,A5,6,English,Fixed
16,131,A6,6,English,Open
16,13,A6,6,English,Fixed
16,129,A7,5,English,Open
16,75,A7,5,English,Fixed
16,67,A8,5,English,Open
16,82,A8,5,English,Fixed
16,28,A9,5,English,Open
16,132,A9,5,English,Fixed
16,37,B1,11,English,Open
16,133,B1,11,English,Fixed
16,2,B10,5,English,Open
16,131,B10,5,English,Fixed
16,105,B11,4,English,Open
16,147,B11,5,English,Fixed
16,77,B12,4,English,Open
16,70,B12,4,English,Fixed
16,157,B13,4,English,Open
16,32,B13,4,English,Fixed
16,75,B14,4,English,Open
16,85,B14,4,English,Fixed
16,155,B15,4,English,Open
16,66,B15,4,English,Fixed
16,16,B16,7,English,Open
16,33,B16,8,English,Fixed
16,150,B17,8,English,Open
16,49,B17,8,English,Fixed
16,22,B18,11,English,Open
16,102,B18,11,English,Fixed
16,100,B19,11,English,Open
16,14,B19,11,English,Fixed
16,102,B2,PEACH,English,Open
16,64,B2,11,English,Fixed
16,107,B20,11,English,Open
16,35,B20,11,English,Fixed
16,142,B3,9,English,Open
16,78,B3,9,English,Fixed
16,125,B4,6,English,Open
16,99,B4,9,English,Fixed
16,79,B5,6,English,Open
16,18,B5,6,English,Fixed
16,127,B6,CHARTRUSE,English,Open
16,97,B6,6,English,Fixed
16,158,B7,5,English,Open
16,119,B7,5,English,Fixed
16,90,B8,5,English,Open
16,12,B8,5,English,Fixed
16,106,B9,5,English,Open
16,86,B9,5,English,Fixed
16,26,C1,PEACH,English,Open
16,160,C1,11,English,Fixed
16,128,C10,5,English,Open
16,19,C10,5,English,Fixed
16,119,C11,4,English,Open
16,9,C11,4,English,Fixed
16,152,C12,4,English,Open
16,81,C12,4,English,Fixed
16,30,C13,4,English,Open
16,118,C13,4,English,Fixed
16,13,C14,4,English,Open
16,150,C14,4,English,Fixed
16,111,C15,4,English,Open
16,113,C15,4,English,Fixed
16,61,C16,8,English,Open
16,157,C16,8,English,Fixed
16,8,C17,8,English,Open
16,52,C17,8,English,Fixed
16,110,C18,LAVENDER,English,Open
16,17,C18,11,English,Fixed
16,154,C19,11,English,Open
16,120,C19,11,English,Fixed
16,146,C2,9,English,Open
16,27,C2,9,English,Fixed
16,123,C20,11,English,Open
16,83,C20,11,English,Fixed
16,88,C3,9,English,Open
16,8,C3,9,English,Fixed
16,51,C4,MUSTARD,English,Open
16,111,C4,9,English,Fixed
16,63,C5,6,English,Open
16,62,C5,6,English,Fixed
16,14,C6,5,English,Open
16,107,C6,5,English,Fixed
16,130,C7,5,English,Open
16,38,C7,5,English,Fixed
16,84,C8,5,English,Open
16,90,C8,5,English,Fixed
16,145,C9,5,English,Open
16,15,C9,5,English,Fixed
16,133,D1,11,English,Open
16,4,D1,9,English,Fixed
16,35,D10,5,English,Open
16,88,D10,5,English,Fixed
16,43,D11,5,English,Open
16,135,D11,4,English,Fixed
16,40,D12,4,English,Open
16,68,D12,4,English,Fixed
16,4,D13,4,English,Open
16,121,D13,4,English,Fixed
16,1,D14,4,English,Open
16,65,D14,4,English,Fixed
16,122,D15,4,English,Open
16,10,D15,4,English,Fixed
16,109,D16,8,English,Open
16,128,D16,8,English,Fixed
16,118,D17,8,English,Open
16,11,D17,8,English,Fixed
16,134,D18,8,English,Open
16,29,D18,11,English,Fixed
16,91,D19,11,English,Open
16,36,D19,11,English,Fixed
16,53,D2,9,English,Open
16,56,D2,9,English,Fixed
16,12,D20,11,English,Open
16,117,D20,11,English,Fixed
16,108,D3,9,English,Open
16,26,D3,9,English,Fixed
16,52,D4,MUSTARD,English,Open
16,138,D4,9,English,Fixed
16,54,D5,6,English,Open
16,104,D5,6,English,Fixed
16,57,D6,5,English,Open
16,51,D6,5,English,Fixed
16,24,D7,5,English,Open
16,74,D7,5,English,Fixed
16,68,D8,5,English,Open
16,134,D8,5,English,Fixed
16,104,D9,5,English,Open
16,143,D9,5,English,Fixed
16,73,E1,3,English,Open
16,152,E1,3,English,Fixed
16,112,E10,5,English,Open
16,59,E10,5,English,Fixed
16,64,E11,TEAL,English,Open
16,76,E11,4,English,Fixed
16,124,E12,4,English,Open
16,48,E12,4,English,Fixed
16,7,E13,4,English,Open
16,144,E13,4,English,Fixed
16,70,E14,4,English,Open
16,103,E14,4,English,Fixed
16,15,E15,4,English,Open
16,42,E15,4,English,Fixed
16,42,E16,8,English,Open
16,39,E16,8,English,Fixed
16,69,E17,8,English,Open
16,139,E17,8,English,Fixed
16,32,E18,8,English,Open
16,53,E18,8,English,Fixed
16,48,E19,11,English,Open
16,108,E19,11,English,Fixed
16,36,E2,9,English,Open
16,28,E2,9,English,Fixed
16,149,E20,3,English,Open
16,67,E20,11,English,Fixed
16,9,E3,9,English,Open
16,6,E3,9,English,Fixed
16,144,E4,10,English,Open
